id,degree_id,name,surname,date_of_birth,fiscal_code,enrolment_date,registration_number,email
2037,75,Sebastian,Rizzo,2000-09-17,LAFLZI84R92Q537I,2020-10-20,622069,patrizio16@hotmail.com
2038,74,Kristel,Moretti,2001-07-13,GWTIAO74O32O254F,2018-09-13,622070,ettore05@libero.it
2039,14,Lazzaro,Romano,1997-12-19,TQKHRU89L84G316A,2018-12-13,622071,costantini.maggiore@yahoo.com
2043,28,Lia,Leone,2000-11-05,WLIDGT34O65S152H,2021-05-15,622075,moretti.marieva@libero.it
2046,2,Diana,Giordano,1998-11-15,FUWBQU52U41P983J,2020-05-27,622078,edvige.bianchi@yahoo.it
2053,8,Felicia,Ferrari,2000-04-28,KVUZIC39X65D577H,2020-10-13,622085,rosaria.bruno@vitale.com
2057,27,Erminio,Gatti,1998-06-17,VPJFOK52H37P063S,2020-01-11,622089,lamberto13@gmail.com
2058,65,Diana,Lombardo,1998-06-16,FUZSFX57H42W272Z,2019-02-26,622090,battista37@marini.com
2059,24,Mattia,Silvestri,2000-12-01,OSKHDG98C79I289G,2021-02-21,622091,wvilla@yahoo.com
2060,53,Grazia,Donati,1999-08-17,MJFOQY15B68L098D,2020-03-28,622092,samira.valentini@gatti.it
2064,13,Nadir,Negri,1998-10-11,MKPATH55N28O692Y,2019-07-16,622096,qferrara@yahoo.com
2073,18,Eufemia,"De luca",2002-01-28,UCESVR41S58Z698C,2021-05-12,622105,edipo.donati@rizzo.com
2074,20,Erminia,Sanna,2001-12-26,UZGDVG85G01C167W,2019-09-04,622106,ferretti.dindo@hotmail.com
2076,44,Laerte,Pellegrino,1996-01-06,ROYWJK03O36Y113W,2021-05-15,622108,rosita.barone@basile.it
2080,59,Sarita,Basile,2001-06-16,CVFCPR29C34X391N,2021-05-25,622112,deangelis.maruska@santoro.net
2081,25,Brigitta,Messina,2002-04-24,MMHGOK86G80J747D,2019-10-26,622113,nferrara@email.it
2083,53,Eustachio,Riva,2001-01-27,DTHUIZ54B91X929D,2020-07-31,622115,palmieri.vitalba@gmail.com
2085,71,Prisca,Damico,1996-04-23,JZUPXF10A80T959O,2019-12-29,622117,oretta06@morelli.it
2093,62,Mercedes,Caputo,1995-07-03,IEHMBW13A81N798S,2020-02-07,622125,grassi.shaira@marini.it
2096,41,Lucrezia,Fabbri,2002-01-05,PYXSUX11U11C517E,2020-11-19,622128,ymarino@caputo.com
2097,54,Fatima,Martinelli,2000-01-17,YFJAMV89Z95L744R,2021-04-08,622129,fabio99@email.it
2102,31,Rosalba,Villa,1999-03-06,FFRSCA52P55D669Q,2019-12-09,622134,helga60@yahoo.it
2103,23,Leone,Martinelli,2001-09-30,RZVHWE65D00M025R,2019-08-02,622135,marini.kristel@gmail.com
2116,64,Elsa,Grasso,1998-03-12,NCNPHA25X05M475J,2020-11-03,622148,messina.antimo@gmail.com
2122,57,Nabil,Battaglia,1999-03-28,MUYHBG82T80Z587W,2021-02-11,622154,hferrara@morelli.com
2124,4,Ursula,Bernardi,2001-11-04,DCWSMJ97K23C687D,2020-11-17,622156,umariani@email.it
2125,34,Dimitri,Caruso,1996-09-13,UJWKRU35N10U843Y,2020-01-12,622157,bvitale@yahoo.it
2126,32,Erminio,Villa,2000-02-19,QADYPA61L62K250M,2019-04-12,622158,zcaruso@morelli.com
2128,57,Eufemia,Colombo,1996-06-22,SPQEBR05Y79L139P,2020-01-01,622160,tristano28@ferraro.it
2139,12,Morgana,Giordano,1998-03-20,YBWHJL83B86J804L,2021-04-30,622171,pietro.lombardo@ferrara.it
2145,13,Rosaria,Battaglia,1999-03-27,MULVEU90Z38Y741K,2020-12-14,622177,demi91@yahoo.com
2148,62,Emilia,"De Santis",1998-10-28,CZACCJ75U66E895T,2021-02-26,622180,martini.audenico@gmail.com
2161,44,Assia,Sorrentino,1999-09-11,YXXAOH56Y56M486W,2020-08-23,622193,timoteo20@martino.com
2165,2,Valdo,Bianchi,1996-05-28,TVVMJO81J56E933F,2018-06-18,622197,galli.domingo@email.it
2181,22,Marianita,Rizzi,2000-02-18,JWNUJN83K83N414K,2019-10-17,622213,marianita44@libero.it
2193,8,Irene,Marino,2001-02-05,FSDGUF61L49H238I,2018-12-11,622225,lmartini@gmail.com
2195,67,Ludovico,Piras,2000-11-23,WZIBYB54T85B371Q,2019-05-18,622227,palmieri.giacinto@yahoo.it
2197,73,Sasha,Martinelli,1996-02-23,QGQQFH80T73T337U,2019-08-03,622229,alombardi@gmail.com
2203,47,Gilda,Mariani,1999-01-13,YIDODM71O16Q750O,2019-12-17,622235,caputo.luce@conte.it
2208,20,Marina,Gallo,1995-10-12,NQOSRC51L16P231Y,2021-03-19,622240,barone.giordano@vitali.it
2218,22,Ruth,Vitali,1998-09-23,VEMGBS39I76E887H,2021-01-11,622250,mariani.ercole@martini.it
2221,19,Zelida,Bernardi,2002-01-01,FARYIF52A25J498K,2021-03-22,622253,wleone@gmail.com
2223,16,Joannes,Palmieri,1996-08-13,XWUYXA73V08T643H,2020-05-24,622255,pericle88@gmail.com
2227,55,Diana,Orlando,1995-12-22,ZARLQW41I60M904Y,2021-01-13,622259,conti.erminia@marini.org
2239,74,Rita,Fontana,2002-06-04,YVMWZM93G52T749J,2018-06-22,622271,giordano.ruggiero@pellegrino.com
2242,20,Damiana,Barone,1997-06-20,UIMNJC55S93F908I,2020-12-10,622274,tbernardi@santoro.it
2255,23,Aroldo,Bianchi,2000-03-16,MZKQFL76A00U475T,2019-09-06,622287,ssorrentino@caruso.org
2261,51,Giobbe,Serra,1996-08-28,BJUUFI59Y73A279B,2019-05-20,622293,furio04@conti.com
2269,40,Tazio,Caputo,2001-11-14,RYIRDQ44A02E802V,2018-07-02,622301,ettore.giuliani@testa.net
2274,57,Samira,Santoro,2000-05-28,ZQLGEZ47E04Y874D,2020-08-03,622306,rosita.giuliani@yahoo.it
2280,68,Tancredi,Monti,1996-12-23,YKYGAS07U81X938H,2020-06-17,622312,giuliani.folco@hotmail.com
2281,34,Vienna,Greco,1998-06-27,NRZMTF31I74R984L,2019-02-23,622313,glombardi@valentini.net
2282,48,Assia,Farina,1996-03-18,VNHCTA26E14Q821Z,2019-09-12,622314,joshua.testa@donati.it
2284,51,Olo,Sanna,1999-07-27,JATZIS57T84A670U,2019-09-30,622316,graziano.carbone@hotmail.com
2291,74,Maristella,Greco,2001-04-12,KDVXTR35W09C771O,2019-11-19,622323,fgreco@bianchi.com
2298,68,Elga,Riva,1999-01-07,VITLLH41U52J996P,2020-09-24,622330,miriam09@monti.it
2302,34,Rosita,"De Angelis",1997-02-21,YHUMRS33M92N034L,2020-12-29,622334,gentile.isira@martini.it
2304,69,Ludovico,Neri,1998-03-30,HOCMGH60E46G266H,2021-03-15,622336,ferraro.ileana@libero.it
2309,24,Benedetta,Testa,1995-09-10,ABWMJX28S98G663Y,2020-01-05,622341,milani.pablo@email.it
2311,10,Xavier,Costa,2002-04-30,VPEMLD30V49P384U,2020-07-01,622343,tancredi.conti@gmail.com
2341,30,Silvano,Valentini,1996-01-05,XSJEHS79F67R163R,2018-12-12,622373,palmieri.sabino@piras.it
2343,63,Sandro,Bellini,1995-09-09,HMTSML40R20L548X,2018-08-01,622375,marino47@palmieri.it
2345,33,Marvin,Ferrari,1997-12-24,VYJWFA48N21I597X,2020-01-20,622377,rizzo.clodovea@bianco.it
2347,61,Sasha,Fontana,2000-08-11,XYPRFD32J51V330K,2019-10-25,622379,joseph.neri@coppola.it
2349,66,Cecco,D'amico,1997-02-25,GUOICK73M91A502F,2020-05-07,622381,edilio99@desantis.org
2351,6,Olimpia,Monti,2001-03-29,ARCSKX14S98A804B,2018-10-08,622383,cbarone@russo.it
2355,11,Giulietta,Pellegrini,1999-12-08,GCCLJH25J35F855G,2018-07-06,622387,deangelis.ileana@hotmail.com
2361,60,Luce,Rinaldi,1996-02-20,RATEKH08G24C671J,2020-04-30,622393,serra.monia@email.it
2365,29,Antonino,Parisi,2001-05-22,SJLGPK99S89E659Y,2020-01-01,622397,raoul61@pellegrini.org
2369,61,Rebecca,Esposito,1998-11-27,GKSUZJ63Y02G479H,2020-02-24,622401,santoro.eliziario@rossi.it
2370,15,Ian,Caputo,1999-02-24,QOTGZW10O63W230O,2021-01-03,622402,bibiana.damico@damico.it
2372,25,Nunzia,Grassi,1995-12-19,PZNHYU21Q16U227X,2020-06-11,622404,lidia.carbone@guerra.com
2373,57,Damiana,Conti,1999-07-28,LGWIAI39F99K948X,2021-03-23,622405,mariagiulia64@lombardo.com
2374,29,Shaira,Sartori,1997-08-20,KOSIEX17E59J729Y,2020-09-04,622406,ileana70@email.it
2375,21,Emilia,Riva,1998-02-26,HIZNPJ24Z96C828F,2018-11-05,622407,silvano.morelli@piras.it
2376,38,Terzo,Sala,1997-05-06,ZFSICJ21I54U185F,2021-02-25,622408,wgentile@yahoo.it
2378,55,Penelope,Barbieri,2000-05-04,TXUXWW21G71K760H,2020-10-28,622410,brigitta09@libero.it
2382,16,Nayade,Ferrari,1995-10-07,CALSGB59T65Q674U,2019-11-28,622414,greco.fortunata@montanari.it
2385,25,Bortolo,Moretti,1998-07-16,NHRNDG99N42O152J,2020-05-30,622417,zdesantis@bianchi.it
2387,4,Elga,Russo,1998-10-01,WHAGOS32Y33G242H,2021-03-30,622419,ferri.matilde@basile.com
2394,74,Mercedes,Martino,2000-12-19,KUXXOK35Y52U632N,2019-07-20,622426,giovanna.marchetti@libero.it
2402,63,Edvige,"De Santis",2000-02-11,XIDYEF68Q81Y056X,2018-09-14,622434,doriana.ferrara@libero.it
2417,23,Teseo,Gatti,2001-01-30,TGHZWW26Q45Q068X,2019-04-02,622449,marino.rosaria@montanari.com
2418,5,Caio,Rossi,2001-04-27,OAAMLL39Z87V616X,2018-12-24,622450,sandro88@yahoo.it
2420,26,Arturo,Silvestri,1998-06-05,GFFMXO28L03Z987C,2019-04-18,622452,flavio.damico@grasso.org
2422,62,Emilia,Sanna,1999-11-23,XHSAQW09Q48P999H,2019-02-11,622454,grassi.marianita@lombardi.com
2426,11,Cesidia,Ruggiero,2000-04-22,UZQSLD64I37O444C,2020-08-19,622458,lgrasso@libero.it
2436,27,Nabil,Sanna,1995-10-27,NEMQCW00M24D544T,2019-07-06,622468,damiano.mancini@yahoo.it
2440,59,Arduino,Grasso,1999-04-24,WGTGCI18M02I090O,2021-01-28,622472,kris.pagano@piras.org
2444,45,Fabio,Montanari,1998-01-02,QCZDTU75I75L087U,2020-06-23,622476,mazza.oretta@gmail.com
2446,66,Nestore,Bellini,1999-12-01,SYZRSQ66U39A903K,2019-04-30,622478,dangelo.jari@email.it
2447,53,Lisa,Vitale,2000-12-13,WPZIJS44N02L026K,2018-08-02,622479,emidio.ferri@hotmail.com
2456,3,Morgana,Romano,2001-11-24,RPVNYA59N13O534K,2020-02-17,622488,flavio99@sorrentino.com
2461,48,Eustachio,Sanna,1995-10-01,YCSEJN48O96A414A,2018-09-25,622493,yrusso@derosa.com
2468,30,Giorgio,Messina,1996-07-24,WQOPLN52K72R836X,2018-09-14,622500,monti.isabel@rossetti.com
2470,51,Piccarda,Ferri,1996-01-13,DXGEJH02P42V503Y,2019-10-28,622502,pacifico93@longo.it
2471,49,Giovanna,Mariani,1999-01-20,NEHTXG16C68S975T,2021-05-02,622503,costa.nestore@yahoo.it
2478,75,Guendalina,Bruno,2000-07-16,SOFRKS00P04V545M,2019-10-17,622510,leone.nicoletta@villa.it
2479,34,Gelsomina,Marino,1998-11-10,AXVTQZ78M90J783J,2019-04-05,622511,riva.marino@hotmail.com
2480,7,Mariapia,Parisi,1997-08-09,FKQPOE68J83Q292W,2020-09-24,622512,doriana.negri@parisi.org
2484,38,Filomena,Costa,1996-02-10,BXAPIC72I52I120B,2020-04-18,622516,santoro.pericle@palmieri.it
2486,52,Sabino,Marchetti,2001-05-24,BLNWEP60X59P340O,2020-03-20,622518,danuta.pellegrini@email.it
2489,75,Pericle,Palmieri,1996-05-01,IMVHVH25U15D989P,2019-03-27,622521,marino.kai@hotmail.com
2496,17,Giacinta,Costa,1995-10-21,QXKEMI94X59E916I,2020-12-29,622528,neri.marvin@desantis.net
2499,65,Marcella,Ricci,1996-10-20,FXAYQH59X72R371C,2021-01-22,622531,rocco13@silvestri.com
2503,23,Santo,Barone,1998-04-08,KEMTUH98G09U503X,2021-04-16,622535,riva.soriana@martino.net
2504,48,Jole,Caputo,2001-05-20,QSLFBG10W87G982L,2020-10-01,622536,alberto67@marchetti.it
2506,29,Gianriccardo,Bianco,2001-08-01,CWOCLB40J09D500I,2020-03-28,622538,fferri@hotmail.com
2507,59,Timoteo,Guerra,1999-08-05,ITCDQO26R38U460Q,2021-03-24,622539,karim09@leone.com
2508,24,Loretta,Rinaldi,2001-12-21,TBIMKF30U65L028H,2020-12-29,622540,fiore.gabriele@fontana.it
2510,38,Cleros,Ferraro,1999-03-27,WNPLTR08R14N068Z,2020-05-21,622542,odone95@marchetti.com
2512,9,Ninfa,Ricci,1998-12-19,VOSMAX18W72Q740K,2020-11-03,622544,irene.longo@carbone.com
2516,38,Renzo,Barbieri,2001-05-02,GLYEQL54H09Y448F,2020-05-08,622548,graziano09@libero.it
2526,50,Nicoletta,Marchetti,2000-03-26,AVIRQY83G10P028N,2020-01-13,622558,orlando.lisa@hotmail.com
2554,13,Marco,Coppola,2002-02-11,YETXDL46E39J052K,2018-11-08,622586,lombardo.artes@yahoo.it
2556,45,Ileana,Silvestri,2001-03-15,IIVQHY74G62M966P,2021-03-09,622588,fontana.rosalba@yahoo.com
2563,70,Cesidia,Bruno,2002-03-19,GWAJAC47B99D593W,2019-06-23,622595,sebastian34@yahoo.it
2564,31,Raoul,Montanari,1996-08-26,TBFLXH25F08X461Z,2019-02-02,622596,shaira.martino@libero.it
2567,8,Lucia,Serra,1998-12-31,MYHQVA65Z60Z881W,2018-10-29,622599,vitalba.martinelli@gmail.com
2580,75,Fulvio,"De luca",1996-04-16,BWNHEF91H07V684M,2020-01-01,622612,milani.celeste@libero.it
2584,62,Ivano,Silvestri,1999-03-23,KNPJBB52G00Q459G,2019-02-23,622616,radio.romano@hotmail.com
2593,52,Matilde,Farina,1996-08-06,NRVUTY79C01N172H,2020-09-11,622625,ippolito.silvestri@libero.it
2601,65,Noel,Vitali,1998-08-19,WPFMDM28F96M619E,2020-10-05,622633,claudia62@gmail.com
2606,42,Thea,D'amico,1996-01-26,SRCPBI73A14P481M,2020-10-28,622638,benedetti.mauro@fabbri.it
2608,56,Giovanna,Bernardi,1996-08-19,STCUTD26K91W352W,2018-11-16,622640,caio.mazza@amato.org
2613,8,Maristella,Costantini,1998-06-26,IMNUXR29D94C652U,2019-02-20,622645,lombardi.claudia@gmail.com
2614,35,Violante,Marino,2000-07-23,WKPNYT05D48R499G,2019-11-16,622646,fabiano.russo@yahoo.com
2618,54,Fiorenzo,Pellegrino,1998-10-08,AMIPBM58K60S207X,2019-06-07,622650,rosalba.orlando@fiore.it
2621,53,Diamante,Cattaneo,2001-01-17,WBAMRU93C74N287X,2021-01-12,622653,loredana67@pagano.com
2623,73,Odone,Messina,2001-11-08,OYBHRF90K08K008N,2020-01-11,622655,nayade.martinelli@sanna.it
2624,36,Monia,Ricci,1997-06-22,XLVAAU76V64J501E,2018-06-22,622656,lucia08@gmail.com
2629,2,Zelida,Giordano,2000-05-02,DZQTDM87V77P650B,2020-12-19,622661,conti.rosalino@yahoo.com
2631,37,Ortensia,Esposito,1996-05-28,UMNVMU51J28O221Z,2021-02-15,622663,demi95@yahoo.com
2632,33,Jole,Martino,1995-10-06,TXPZAJ87N18I959T,2019-03-10,622664,fiore.lorenzo@email.it
2639,68,Santo,Martini,1996-01-14,RZOXWK53B12V377Q,2020-07-21,622671,lombardi.ciro@derosa.org
2644,42,Luna,Orlando,1998-05-07,RMJTKG86B77M324Z,2018-12-11,622676,morgana.gatti@yahoo.com
2649,48,Demi,Bruno,2001-07-18,IXSUUS69R02X994U,2018-07-08,622681,lino.giuliani@monti.it
2653,46,Ileana,Pagano,1998-10-03,ALMJGG70I09V913V,2019-05-03,622685,nico66@yahoo.it
2654,28,Nestore,Martini,1998-02-18,BVASTL96X66B739R,2018-11-27,622686,erminia.farina@gmail.com
2656,46,Lauro,Conte,2000-12-07,MQYRPX06M30C582V,2019-04-08,622688,osvaldo25@gmail.com
2664,45,Raoul,Basile,2001-12-01,VSMIIG48R38J385U,2019-02-22,622696,vbellini@mazza.it
2665,74,Lisa,Martini,2000-07-02,LIMXBS74J46V031F,2019-09-21,622697,radio.ruggiero@lombardo.net
2666,35,Felicia,Rossetti,1995-09-29,TBPAYY37Y38S686O,2020-01-30,622698,brigitta.palmieri@gmail.com
2673,56,Arcibaldo,Barone,1998-01-27,HHABJB87S38W204J,2019-01-28,622705,quirino.riva@fiore.com
2678,11,Maruska,Marini,1999-06-03,LLIKPA85G12F015W,2020-07-20,622710,gallo.primo@email.it
2683,71,Marianita,Caputo,2002-05-28,ETLHTI44N32R861A,2018-11-20,622715,mariani.pacifico@hotmail.com
2686,30,Cecco,Monti,1998-12-26,ERNPYZ14H52L047Y,2020-07-07,622718,ivonne.parisi@palumbo.com
2688,41,Damiano,Martino,2001-07-30,RDGMLN16W01K624R,2018-11-15,622720,tosca.sala@ferrara.it
2689,10,Ileana,Benedetti,2002-05-29,XFVLEP82R15Y300X,2019-11-04,622721,tgrasso@libero.it
2694,59,Piccarda,Martinelli,1998-10-21,GGCOKY93I09A861L,2020-10-12,622726,orlando.tommaso@pellegrino.net
2696,43,Ortensia,Benedetti,2001-10-15,QSWVID60C32I450H,2020-06-04,622728,msanna@yahoo.it
2701,37,Aroldo,Guerra,2002-04-11,ZAWKMJ87R38I145O,2020-07-26,622733,ivonne19@yahoo.com
2704,37,Alessandro,Santoro,1996-11-08,VZZKQH92A79C278J,2018-09-25,622736,kristel56@mariani.it
2706,74,Santo,Martinelli,2000-02-11,ULFIKC71M57I041J,2019-01-27,622738,sarita.bellini@montanari.org
2710,42,Mariapia,Rinaldi,1998-06-12,YXMUTX20R68L321X,2019-10-26,622742,xorlando@basile.it
2711,27,Egidio,Barone,1999-10-14,XBOZAA79Q80R097M,2020-03-08,622743,marvin.longo@email.it
2714,1,Arturo,Rinaldi,1995-11-24,VSEMOQ17W74J126D,2020-10-08,622746,isira35@libero.it
2722,31,Cosetta,Sorrentino,1998-05-18,MXCUYI88X12V684I,2020-04-04,622754,lgiordano@costa.com
2728,59,Alighieri,Mazza,1997-09-06,RTZPAT30V69Q551G,2019-12-24,622760,nestore.russo@sartori.it
2735,8,Piccarda,"De Angelis",1996-06-04,DNINOY95H33U485X,2020-07-21,622767,nayade.neri@mazza.org
2737,33,Ausonio,Romano,1995-11-13,YWKJTN62A51I636W,2020-02-01,622769,gcosta@hotmail.com
2741,31,Mercedes,Ricci,1998-03-28,HHYZTB77E47L353G,2019-01-17,622773,cgreco@email.it
2748,12,Quarto,Grasso,1998-06-17,RJTCVH00A16G191A,2019-08-10,622780,donati.sasha@barbieri.net
2753,24,Nick,Riva,1998-03-24,OYVAAX71H11O732A,2019-10-16,622785,sfontana@hotmail.com
2757,58,Tosca,Orlando,1998-11-14,ZVAAIQ56W03L933Z,2019-12-01,622789,violante.deluca@gatti.it
2758,35,Assia,Ferri,2000-02-21,NIEQVD48I63B203V,2020-11-29,622790,kristel.caruso@conti.org
2762,54,Clea,Orlando,1995-09-02,KTMBHV25J36V338O,2021-03-19,622794,concetta.bianchi@pagano.it
2765,45,Ausonio,Messina,1998-03-13,KKJHVY03D58A981G,2020-12-29,622797,yvalentini@gmail.com
2771,74,Demis,Riva,1996-10-17,YSNGRY41D25V194L,2019-08-02,622803,bferrari@email.it
2772,71,Luce,Ricci,1998-04-18,GJZOBB73Q32M733X,2021-03-20,622804,benedetta76@fabbri.it
2780,31,Jack,Sanna,2002-05-20,SBWIWS65B19E314K,2019-12-12,622812,neri.thea@gallo.it
2795,14,Kristel,Carbone,1999-02-11,FRZNVO85H23U181O,2020-05-07,622827,ileana86@damico.com
2800,5,Tolomeo,Bernardi,1999-08-05,JGKBSG43Z02H894G,2021-04-22,622832,eufemia.vitali@yahoo.it
2805,64,Lisa,Costantini,1995-11-26,LCOCDJ86O63M360G,2021-02-08,622837,tazio.orlando@ruggiero.com
2808,15,Michele,Gallo,1996-01-31,NXDOYA96V10O851G,2020-12-26,622840,lserra@ferretti.it
2810,5,Penelope,Morelli,1999-09-21,CUPFVI44Y14L916D,2020-10-09,622842,xdonati@gallo.com
2820,31,Deborah,Orlando,2000-04-07,GVNJSV05L55Z061C,2020-05-26,622852,xpiras@libero.it
2821,62,Dimitri,Galli,2000-02-08,OLGKDY56B17E718B,2021-03-13,622853,bibiana.morelli@yahoo.com
2834,30,Ubaldo,Sorrentino,1998-11-29,RAFHEO19N52R852G,2019-04-07,622866,pagano.moreno@libero.it
2835,43,Felicia,Montanari,1999-08-30,FCHUKR53B76S873B,2019-06-03,622867,tcolombo@yahoo.com
2847,54,Cira,"De Angelis",1999-10-18,RIXYFA29F74S453I,2020-08-14,622879,edipo.martini@martini.net
2851,20,Jack,Riva,1996-11-08,WYYZYR51K46Y031T,2019-05-23,622883,guerra.soriana@yahoo.com
2855,44,Samira,Ferrari,1999-03-25,LLVAXI92K45V599O,2018-08-13,622887,giacinta86@rizzi.it
2863,70,Lamberto,Farina,2001-06-24,FBHAEQ48C57Q239A,2020-03-09,622895,dylan.romano@romano.org
2866,47,Mariano,Giordano,2001-02-12,QWYFVH22B22K337P,2018-12-17,622898,mpalumbo@libero.it
2870,32,Elda,Giordano,2000-09-14,NJVPXX27V27O736B,2021-03-22,622902,domiziano.ferrari@email.it
2888,52,Rufo,Messina,2000-06-02,BQSPHD16S26H492T,2019-02-06,622920,carlo.grasso@ferraro.it
2889,16,Lucrezia,Rossetti,1995-09-06,HHMQBB90J18E203U,2018-11-30,622921,gianmarco98@rossi.com
2890,39,Cecco,Villa,1999-01-18,TRNZMK90S39S285X,2021-02-14,622922,ferretti.marzio@villa.it
2891,73,Terzo,Bernardi,1997-01-02,AGKEJI66A45E235V,2018-11-02,622923,giacinta.romano@orlando.net
2892,71,Manfredi,Martinelli,2002-05-26,GUYQNM22L00I508I,2020-04-06,622924,mietta.pellegrini@hotmail.com
2894,54,Assia,Gallo,2001-10-14,MFTDTV85G16C188Y,2020-06-30,622926,ocaruso@giordano.it
2896,47,Mariapia,Coppola,2000-01-08,WYVYTJ53T50O808U,2020-07-29,622928,wcarbone@ferrara.com
2913,56,Tosca,Testa,1997-04-11,GAPWOX75B14J205F,2021-01-04,622945,kai01@giuliani.com
2918,2,Violante,Fontana,2000-01-02,QXOTMB27G02D105D,2020-11-17,622950,ermes.colombo@hotmail.com
2919,74,Dante,Bianchi,1999-03-22,BIALZL51T27O701U,2018-09-22,622951,monti.morgana@hotmail.com
2922,55,Matilde,Coppola,1996-08-16,QOJSSC73N88B083B,2020-06-20,622954,miriana73@hotmail.com
2923,6,Ciro,Conti,1995-07-09,XUGPMJ57J54N263X,2020-05-28,622955,dgallo@conti.com
2925,4,Davide,Lombardo,1998-09-27,CHJTKT53S19M120G,2019-02-02,622957,glombardo@pellegrini.com
2927,21,Costantino,Martino,1998-06-22,NTKNGA43T93V587V,2019-11-20,622959,santoro.carmela@ferraro.org
2930,29,Erminio,Donati,2000-09-18,EBTWBH93D49W315D,2019-10-07,622962,lia05@neri.net
2935,47,Carlo,Vitale,2001-11-01,VCUSFK18I58R596B,2018-07-03,622967,pagano.lia@colombo.org
2944,58,Jelena,Rizzo,2000-03-16,LVTRIQ39U48U404E,2019-12-25,622976,zlombardi@gmail.com
2955,47,Miriana,Rossetti,2001-06-16,AYCCEV27E86X667R,2019-11-08,622987,vguerra@libero.it
2957,72,Fortunata,"De Santis",2000-09-06,UWRDIL32G37V214R,2018-09-05,622989,costa.radio@greco.com
2959,58,Pericle,Messina,1998-07-17,WEEYEQ74G30D483G,2021-05-29,622991,dconti@hotmail.com
2962,65,Orfeo,Vitale,1995-09-20,XBJOCP08Z20O927F,2021-01-22,622994,valdo57@bianchi.org
2963,19,Ausonio,Negri,1997-10-03,MWLIPG35D28H443B,2019-03-16,622995,derosa.artes@barbieri.it
2964,36,Ruth,Donati,1996-01-25,GNYRFP33U18R342X,2020-05-28,622996,ingrid.cattaneo@bellini.com
2969,24,Brigitta,Ferraro,1996-04-23,MVDSUS17U86T061G,2020-09-14,623001,costantini.vania@conte.com
2972,65,Piersilvio,Caputo,1997-03-06,MEQGHI32R42E434Z,2021-01-24,623004,deangelis.maggiore@longo.com
2974,74,Marvin,Bianchi,2000-01-11,OZXVFH99W32X876F,2019-04-01,623006,xpiras@pellegrini.net
2975,64,Carlo,Riva,1995-09-23,JZDJUL68F35O069B,2018-10-03,623007,zelida10@pellegrini.com
2976,19,Zaccaria,Rossetti,2000-02-25,MDORSZ13L98B168G,2020-03-01,623008,jferrara@gmail.com
2993,15,Flaviana,Cattaneo,1997-05-07,XMPKOO67D85U742W,2020-08-29,623025,conti.gianriccardo@esposito.it
3001,7,Radames,Mariani,2001-07-29,UEDTKH62Z50Z319Y,2020-11-17,623033,vania.deluca@yahoo.it
3004,31,Alessio,Pellegrini,1996-01-02,XGTKIO63I80A298P,2019-02-28,623036,sandro30@pellegrino.it
3005,53,Ippolito,Vitali,1998-06-29,IWONGE87U42Z280R,2020-09-06,623037,piras.brigitta@yahoo.com
3022,11,Deborah,Benedetti,1996-09-09,UUQVVN25G44L482V,2020-03-15,623054,tosca.bruno@conti.it
3024,34,Eriberto,Giordano,2001-02-15,LBFKPP94C39E841A,2018-12-19,623056,maristella.farina@monti.it
3034,66,Michele,Bellini,1996-01-11,FTXMJX85R25V052W,2020-03-28,623066,tolomeo.bernardi@email.it
3047,14,Soriana,Costantini,1997-05-13,IADQGG31M87L761W,2019-12-28,623079,rosalino87@dangelo.it
3064,50,Guendalina,Romano,1995-12-17,RWWZST37G09P675X,2019-06-08,623096,luigi74@greco.com
3074,59,Liborio,Pagano,2002-03-08,YJVNJX23D07R921R,2021-04-06,623106,gentile.mariagiulia@donati.it
3078,62,Luigi,Caruso,2000-10-17,CJXDQG20Y21S536I,2021-05-24,623110,ortensia57@marino.net
3079,21,Giovanna,Negri,1998-07-24,OWFRVX43J24M969W,2021-02-18,623111,anastasio26@fontana.it
3080,38,Thea,Sala,1999-03-26,HPKFKS59A05U833G,2018-07-13,623112,morelli.max@messina.it
3084,6,Modesto,Rizzi,2000-05-19,YQADMR36J55H124X,2021-06-09,623116,flaviana33@carbone.it
3088,47,Brigitta,"De luca",1998-08-24,IMUHBW59U15C373U,2021-01-08,623120,sanna.maria@gmail.com
3090,53,Loretta,Bellini,1999-09-02,WKUNUG52C16D774N,2019-12-26,623122,gianmaria.pellegrino@hotmail.com
3093,45,Thea,Rizzo,2001-04-20,JSWPWA88V17D117H,2019-03-12,623125,michele.ferretti@gmail.com
3097,2,Kayla,Carbone,1998-09-25,SICORG51Y99S702J,2019-08-11,623129,costa.michele@yahoo.com
3099,18,Furio,Sartori,1998-12-16,QXHXJV72V12R394O,2019-04-23,623131,ynegri@email.it
3100,48,Radio,Moretti,2002-05-31,FAUBGT90O49U662M,2019-01-22,623132,ksanna@hotmail.com
3103,7,Emilia,Parisi,1995-10-25,NQZZLE06S15H095U,2020-08-31,623135,milani.miriam@yahoo.it
3106,72,Eufemia,Romano,1999-08-20,VOFODQ73H64D734H,2018-10-31,623138,shaira.rizzo@yahoo.it
3109,47,Ermes,Marchetti,2001-10-06,UNKNCT98P79D592C,2019-10-03,623141,amato.helga@gmail.com
3110,73,Marieva,Bernardi,2002-04-15,WEIDKJ29Q74R726F,2019-07-20,623142,gallo.odino@dangelo.com
3113,19,Maristella,Donati,2001-03-17,RWZXIX01M60A734D,2019-06-09,623145,battaglia.armando@yahoo.com
